pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,length,traversal_time
"WLITOAUTO16505","ITOAUTO120077","ITOAUTO119596",1,1,64.0100021362304688,81
"WLITOAUTO16504","ITOAUTO120077","ITOAUTO119602",1,1,64.839996337890625,82
"WLITOAUTO16463","ITOAUTO120080","ITOAUTO90180",1,1,180.289993286132812,229
"WLITOAUTO16465","ITOAUTO120081","ITOAUTO90249",1,1,141.770004272460938,180
"WLITOAUTO16464","ITOAUTO120083","ITOAUTO96213",1,1,140.139999389648438,178
"WLITOAUTO16437","ITOAUTO120087","ITOAUTO97360",1,1,19.7999992370605469,25
"WLITOAUTO16436","ITOAUTO120087","ITOAUTO97152",1,1,12.7899999618530273,16
"WLITOAUTO16461","ITOAUTO120093","ITOAUTO90165",1,1,40.9099998474121094,52
"WLITOAUTO16467","ITOAUTO120094","ITOAUTO98068",1,1,140.67999267578125,179
"WLITOAUTO16448","ITOAUTO120095","ITOAUTO90482",1,1,78.2600021362304688,99
"WLITOAUTO16474","ITOAUTO120096","ITOAUTO119596",1,1,28.3700008392333984,36
"WLITOAUTO16473","ITOAUTO120096","ITOAUTO119602",1,1,32.6100006103515625,41
"WLITOAUTO16478","ITOAUTO120098","ITOAUTO119596",1,1,45.9599990844726562,58
"WLITOAUTO16477","ITOAUTO120098","ITOAUTO119602",1,1,47.029998779296875,59
"WLITOAUTO16466","ITOAUTO120099","ITOAUTO90249",1,1,141.460006713867188,180
"WLITOAUTO16709","ITOAUTO120107","ITOAUTO120435",1,1,56.6399993896484375,72
"WLITOAUTO16708","ITOAUTO120107","ITOAUTO120428",1,1,61.9000015258789062,78
"WLITOAUTO16707","ITOAUTO120108","ITOAUTO120435",1,1,27.4400005340576172,34
"WLITOAUTO16706","ITOAUTO120108","ITOAUTO120428",1,1,33.4399986267089844,42
"WLITOAUTO16700","ITOAUTO120112","ITOAUTO120425",1,1,71.8799972534179688,91
"WLITOAUTO16701","ITOAUTO120112","ITOAUTO120433",1,1,74.2699966430664062,94
"WLITOAUTO16698","ITOAUTO120113","ITOAUTO120425",1,1,96.6100006103515625,123
"WLITOAUTO16699","ITOAUTO120113","ITOAUTO120433",1,1,99.1200027465820312,126
"WLITOAUTO16696","ITOAUTO120114","ITOAUTO120429",1,1,35.3400001525878906,45
"WLITOAUTO16697","ITOAUTO120114","ITOAUTO120432",1,1,36.9500007629394531,47
"WLITOAUTO16901","ITOAUTO120376","ITOAUTO120987",1,1,199.529998779296875,254
"WLITOAUTO16902","ITOAUTO120376","ITOAUTO120986",1,1,177.259994506835938,225
"WLITOAUTO16905","ITOAUTO120377","ITOAUTO120987",1,1,212.32000732421875,270
"WLITOAUTO16906","ITOAUTO120377","ITOAUTO120986",1,1,190.029998779296875,242
"WLITOAUTO17163","ITOAUTO121574","PARIS174011",1,1,170.720001220703125,217
"WLITOAUTO17164","ITOAUTO121574","ITOAUTO88690",1,1,160.490005493164062,204
"WLITOAUTO19180","ITOAUTO121673","ITOAUTO127514",1,1,48.779998779296875,62
"WLITOAUTO19181","ITOAUTO121673","ITOAUTO127515",1,1,47.720001220703125,60
"WLITOAUTO19176","ITOAUTO121674","ITOAUTO127514",1,1,51.5200004577636719,65
"WLITOAUTO19177","ITOAUTO121674","ITOAUTO127515",1,1,50.9099998474121094,64
"WLITOAUTO17392","ITOAUTO122596","ITOAUTO90475",1,1,41.1599998474121094,52
"WLITOAUTO17393","ITOAUTO122597","ITOAUTO90263",1,1,173.220001220703125,220
"WLITOAUTO17408","ITOAUTO122598","ITOAUTO90243",1,1,77.9800033569335938,99
"WLITOAUTO17406","ITOAUTO122600","ITOAUTO90923",1,1,84.80999755859375,108
"WLITOAUTO17403","ITOAUTO122600","ITOAUTO87542",1,1,146.860000610351562,187
"WLITOAUTO17402","ITOAUTO122600","ITOAUTO87538",1,1,158.889999389648438,202
"WLITOAUTO17405","ITOAUTO122600","ITOAUTO90622",1,1,54.4900016784667969,69
"WLITOAUTO17404","ITOAUTO122600","ITOAUTO89181",1,1,58.3600006103515625,74
"WLITOAUTO17401","ITOAUTO122601","ITOAUTO90923",1,1,44.5200004577636719,56
"WLITOAUTO17398","ITOAUTO122601","ITOAUTO87542",1,1,178.960006713867188,227
"WLITOAUTO17397","ITOAUTO122601","ITOAUTO87538",1,1,190.17999267578125,242
"WLITOAUTO17400","ITOAUTO122601","ITOAUTO90622",1,1,50.6699981689453125,64
"WLITOAUTO17399","ITOAUTO122601","ITOAUTO89181",1,1,43.9500007629394531,55
"WLITOAUTO17396","ITOAUTO122602","ITOAUTO90475",1,1,59.0200004577636719,75
"WLITOAUTO17394","ITOAUTO122604","ITOAUTO90263",1,1,38.279998779296875,48
"WLITOAUTO18023","ITOAUTO123888","ITOAUTO120424",1,1,55.8699989318847656,71
"WLITOAUTO18024","ITOAUTO123888","ITOAUTO120437",1,1,55.0099983215332031,70
"WLITOAUTO18029","ITOAUTO123892","ITOAUTO120424",1,1,9.97999954223632812,12
"WLITOAUTO18030","ITOAUTO123892","ITOAUTO120437",1,1,11.6400003433227539,14
"WLITOAUTO18021","ITOAUTO123893","ITOAUTO120424",1,1,42.6100006103515625,54
"WLITOAUTO18022","ITOAUTO123893","ITOAUTO120437",1,1,40.75,51
"WLITOAUTO21661","ITOAUTO132037","ITOAUTO132042",1,1,32.8100013732910156,41
"WLITOAUTO21662","ITOAUTO132037","ITOAUTO132047",1,1,3.59999990463256836,4
"WLITOAUTO8529","ITOAUTO90657","ITOAUTO95807",1,0,66.4199981689453125,84
"WLITOAUTO16484","PARIS174194","ITOAUTO120084",1,0,27,34
"WLITOAUTO12669","PARIS174194","ITOAUTO95710",1,0,32.4799995422363281,41
"WLITOAUTO8112","ITOAUTO94302","ITOAUTO83539",1,1,54.9099998474121094,69
"WLITOAUTO8114","ITOAUTO94302","ITOAUTO90666",1,1,56.4500007629394531,71
"WLITOAUTO8113","ITOAUTO94302","ITOAUTO88704",1,1,48.5099983215332031,61
"WLITOAUTO8111","ITOAUTO94302","ITOAUTO83334",1,1,47.1300010681152344,60
"WLITOAUTO12191","ITOAUTO93435","ITOAUTO90532",1,1,41.2599983215332031,52
"WLITOAUTO7233","ITOAUTO93499","ITOAUTO90417",1,1,34.9399986267089844,44
"WLITOAUTO7553","ITOAUTO93625","ITOAUTO90550",1,1,40.2900009155273438,51
"WLITOAUTO7912","ITOAUTO93766","ITOAUTO83076",1,1,36.5900001525878906,46
"WLITOAUTO7913","ITOAUTO93766","ITOAUTO81881",1,1,33.9599990844726562,43
"WLITOAUTO8435","ITOAUTO93915","ITOAUTO88717",1,1,75.2399978637695312,95
"WLITOAUTO8434","ITOAUTO93915","ITOAUTO82149",1,1,74.9199981689453125,95
"WLITOAUTO8442","ITOAUTO93917","ITOAUTO90532",1,1,53.4500007629394531,68
"WLITOAUTO8643","ITOAUTO93999","ITOAUTO90260",1,1,89.3799972534179688,113
"WLITOAUTO9040","ITOAUTO94153","ITOAUTO90316",1,1,134.080001831054688,170
"WLITOAUTO9075","ITOAUTO94172","ITOAUTO97241",1,1,10.2899999618530273,13
"WLITOAUTO9190","ITOAUTO94172","ITOAUTO97366",1,1,14.7700004577636719,18
"WLITOAUTO9239","ITOAUTO94201","ITOAUTO90285",1,1,142.899993896484375,182
"WLITOAUTO9434","ITOAUTO94229","ITOAUTO90289",1,1,29.4899997711181641,37
"WLITOAUTO9448","ITOAUTO94234","ITOAUTO90657",1,1,121.949996948242188,155
"WLITOAUTO9446","ITOAUTO94234","ITOAUTO88655",1,1,80.5699996948242188,102
"WLITOAUTO9445","ITOAUTO94234","ITOAUTO83522",1,1,76.2900009155273438,97
"WLITOAUTO9447","ITOAUTO94234","ITOAUTO69979",1,1,118.889999389648438,151
"WLITOAUTO8790","ITOAUTO94319","ITOAUTO83426",1,1,297.339996337890625,378
"WLITOAUTO8792","ITOAUTO94319","ITOAUTO88506",1,1,104.19000244140625,132
"WLITOAUTO8791","ITOAUTO94319","ITOAUTO83533",1,1,107.110000610351562,136
"WLITOAUTO8789","ITOAUTO94319","PARIS174072",1,1,199.449996948242188,254
"WLITOAUTO8793","ITOAUTO94319","ITOAUTO88507",1,1,292.79998779296875,372
"WLITOAUTO8794","ITOAUTO94319","ITOAUTO88523",1,1,199.449996948242188,254
"WLITOAUTO9045","ITOAUTO94330","ITOAUTO90345",1,1,49.4799995422363281,63
"WLITOAUTO9206","ITOAUTO94340","ITOAUTO90379",1,1,24.5599994659423828,31
"WLITOAUTO9237","ITOAUTO94343","ITOAUTO90285",1,1,47.0900001525878906,59
"WLITOAUTO9255","ITOAUTO94346","ITOAUTO90288",1,1,66.2399978637695312,84
"WLITOAUTO15604","ITOAUTO94374","PARIS174125",1,1,42.1800003051757812,53
"WLITOAUTO15605","ITOAUTO94374","ITOAUTO88599",1,1,42.1800003051757812,53
"WLITOAUTO9384","ITOAUTO94407","ITOAUTO89808",1,1,118.760002136230469,151
"WLITOAUTO10640","ITOAUTO94413","ITOAUTO97014",1,1,87.1500015258789062,111
"WLITOAUTO10644","ITOAUTO94415","ITOAUTO97014",1,1,18.1599998474121094,23
"WLITOAUTO6213","ITOAUTO94434","ITOAUTO90341",1,1,118.349998474121094,150
"WLITOAUTO6642","ITOAUTO94458","ITOAUTO90230",1,1,42.7900009155273438,54
"WLITOAUTO6648","ITOAUTO94459","ITOAUTO90162",1,1,149.32000732421875,190
"WLITOAUTO6652","ITOAUTO94460","ITOAUTO90307",1,1,126.010002136230469,160
"WLITOAUTO10313","ITOAUTO94527","PARIS174200",1,1,12.9700002670288086,16
"WLITOAUTO10314","ITOAUTO94527","ITOAUTO88620",1,1,23.9500007629394531,30
"WLITOAUTO6250","ITOAUTO94577","ITOAUTO90651",1,1,22.2999992370605469,28
"WLITOAUTO6249","ITOAUTO94577","ITOAUTO90652",1,1,45.9099998474121094,58
"WLITOAUTO6252","ITOAUTO94577","PARIS174190",1,1,32.1399993896484375,40
"WLITOAUTO6251","ITOAUTO94577","PARIS174212",1,1,51.779998779296875,65
"WLITOAUTO7622","ITOAUTO94646","PARIS174177",1,1,17.8500003814697266,22
"WLITOAUTO7621","ITOAUTO94646","ITOAUTO91117",1,1,10.4399995803833008,13
"WLITOAUTO7097","ITOAUTO94647","ITOAUTO90398",1,1,109.330001831054688,139
"WLITOAUTO8298","ITOAUTO94661","PARIS174298",1,1,56.0699996948242188,71
"WLITOAUTO8302","ITOAUTO94661","ITOAUTO90665",1,1,136.139999389648438,173
"WLITOAUTO8301","ITOAUTO94661","ITOAUTO90658",1,1,140.529998779296875,179
"WLITOAUTO8293","ITOAUTO94661","ITOAUTO82144",1,1,52.5400009155273438,66
"WLITOAUTO8294","ITOAUTO94661","ITOAUTO82145",1,1,110.069999694824219,140
"WLITOAUTO8299","ITOAUTO94661","ITOAUTO88051",1,1,117.550003051757812,149
"WLITOAUTO8297","ITOAUTO94661","ITOAUTO83488",1,1,137.30999755859375,174
"WLITOAUTO8300","ITOAUTO94661","ITOAUTO88052",1,1,111.379997253417969,141
"WLITOAUTO8295","ITOAUTO94661","ITOAUTO83079",1,1,140.990005493164062,179
"WLITOAUTO8296","ITOAUTO94661","ITOAUTO83095",1,1,124.010002136230469,157
"WLITOAUTO8278","ITOAUTO94664","PARIS174298",1,1,227.44000244140625,289
"WLITOAUTO8282","ITOAUTO94664","ITOAUTO90665",1,1,144.779998779296875,184
"WLITOAUTO8281","ITOAUTO94664","ITOAUTO90658",1,1,140.82000732421875,179
"WLITOAUTO8273","ITOAUTO94664","ITOAUTO82144",1,1,228.6199951171875,291
"WLITOAUTO8274","ITOAUTO94664","ITOAUTO82145",1,1,191.240005493164062,243
"WLITOAUTO8279","ITOAUTO94664","ITOAUTO88051",1,1,242.919998168945312,309
"WLITOAUTO8277","ITOAUTO94664","ITOAUTO83488",1,1,143.42999267578125,182
"WLITOAUTO8280","ITOAUTO94664","ITOAUTO88052",1,1,196.550003051757812,250
"WLITOAUTO8275","ITOAUTO94664","ITOAUTO83079",1,1,140.949996948242188,179
"WLITOAUTO8276","ITOAUTO94664","ITOAUTO83095",1,1,236.740005493164062,301
"WLITOAUTO8544","ITOAUTO94491","ITOAUTO90348",1,1,25.0100002288818359,31
"WLITOAUTO9720","ITOAUTO94821","ITOAUTO90415",1,1,131.30999755859375,167
"WLITOAUTO9100","ITOAUTO94882","ITOAUTO83322",1,1,137.6300048828125,175
"WLITOAUTO9101","ITOAUTO94882","ITOAUTO88526",1,1,138.360000610351562,176
"WLITOAUTO10694","ITOAUTO94902","ITOAUTO90330",1,1,93.9300003051757812,119
"WLITOAUTO11185","PARIS174244","ITOAUTO98820",1,0,26.9200000762939453,34
"WLITOAUTO20543","PARIS174248","ITOAUTO129817",1,0,46.529998779296875,59
"WLITOAUTO10798","ITOAUTO94918","PARIS174202",1,1,16.2299995422363281,20
"WLITOAUTO10799","ITOAUTO94918","ITOAUTO88598",1,1,28.5900001525878906,36
"WLITOAUTO10804","ITOAUTO94922","ITOAUTO90447",1,1,19.8099994659423828,25
"WLITOAUTO10805","ITOAUTO94923","ITOAUTO90447",1,1,13.3000001907348633,16
"WLITOAUTO9939","ITOAUTO94935","PARIS174125",1,1,59.5699996948242188,75
"WLITOAUTO9940","ITOAUTO94935","ITOAUTO88599",1,1,59.5699996948242188,75
"WLITOAUTO9965","ITOAUTO94952","ITOAUTO90486",1,1,9.68000030517578125,12
"WLITOAUTO9966","ITOAUTO94953","ITOAUTO90486",1,1,160.389999389648438,204
"WLITOAUTO9887","ITOAUTO94955","ITOAUTO90189",1,1,32.9399986267089844,41
"WLITOAUTO9841","ITOAUTO94980","ITOAUTO90193",1,1,102.150001525878906,130
"WLITOAUTO9873","ITOAUTO94997","ITOAUTO90194",1,1,70.9499969482421875,90
"WLITOAUTO9974","ITOAUTO95083","ITOAUTO88543",1,1,76.3199996948242188,97
"WLITOAUTO9971","ITOAUTO95083","ITOAUTO83415",1,1,242.8800048828125,309
"WLITOAUTO9969","ITOAUTO95083","ITOAUTO83333",1,1,248.970001220703125,317
"WLITOAUTO9973","ITOAUTO95083","ITOAUTO83530",1,1,68.2900009155273438,86
"WLITOAUTO9976","ITOAUTO95083","ITOAUTO88616",1,1,255.520004272460938,325
"WLITOAUTO9977","ITOAUTO95083","ITOAUTO88617",1,1,248.589996337890625,316
"WLITOAUTO9972","ITOAUTO95083","ITOAUTO83417",1,1,252.720001220703125,321
"WLITOAUTO9970","ITOAUTO95083","ITOAUTO83340",1,1,25.0799999237060547,31
"WLITOAUTO9978","ITOAUTO95083","ITOAUTO88618",1,1,247.770004272460938,315
"WLITOAUTO9975","ITOAUTO95083","ITOAUTO88557",1,1,18.6900005340576172,23
"WLITOAUTO9994","ITOAUTO95085","ITOAUTO88543",1,1,96.1500015258789062,122
"WLITOAUTO9991","ITOAUTO95085","ITOAUTO83415",1,1,352.040008544921875,448
"WLITOAUTO9989","ITOAUTO95085","ITOAUTO83333",1,1,348.8599853515625,444
"WLITOAUTO9993","ITOAUTO95085","ITOAUTO83530",1,1,89.5699996948242188,114
"WLITOAUTO9996","ITOAUTO95085","ITOAUTO88616",1,1,345.44000244140625,440
"WLITOAUTO9997","ITOAUTO95085","ITOAUTO88617",1,1,346.05999755859375,440
"WLITOAUTO9992","ITOAUTO95085","ITOAUTO83417",1,1,345.29998779296875,439
"WLITOAUTO9990","ITOAUTO95085","ITOAUTO83340",1,1,132.029998779296875,168
"WLITOAUTO9998","ITOAUTO95085","ITOAUTO88618",1,1,355.529998779296875,452
"WLITOAUTO9995","ITOAUTO95085","ITOAUTO88557",1,1,132.8800048828125,169
"WLITOAUTO9999","ITOAUTO95086","ITOAUTO83517",1,1,9.21000003814697266,11
"WLITOAUTO10000","ITOAUTO95086","ITOAUTO88563",1,1,5.40000009536743164,6
"WLITOAUTO10727","ITOAUTO95093","ITOAUTO90197",1,1,85.9599990844726562,109
"WLITOAUTO15550","ITOAUTO95112","ITOAUTO113335",1,1,96.3899993896484375,122
"WLITOAUTO15551","ITOAUTO95112","ITOAUTO113336",1,1,108.199996948242188,137
"WLITOAUTO10293","ITOAUTO95124","ITOAUTO90201",1,1,191.759994506835938,244
"WLITOAUTO10302","ITOAUTO95129","ITOAUTO90517",1,1,39.4399986267089844,50
"WLITOAUTO10305","ITOAUTO95132","ITOAUTO90202",1,1,11.5399999618530273,14
"WLITOAUTO10181","ITOAUTO95157","ITOAUTO90204",1,1,146.699996948242188,186
"WLITOAUTO10358","ITOAUTO95204","ITOAUTO90446",1,1,123.669998168945312,157
"WLITOAUTO9467","ITOAUTO95208","ITOAUTO96209",1,1,41,52
"WLITOAUTO9468","ITOAUTO95208","ITOAUTO96210",1,1,56.3600006103515625,71
"WLITOAUTO9465","ITOAUTO95208","ITOAUTO96091",1,1,52.4900016784667969,66
"WLITOAUTO9466","ITOAUTO95208","ITOAUTO96092",1,1,41,52
"WLITOAUTO9479","ITOAUTO95211","ITOAUTO96209",1,1,77.8600006103515625,99
"WLITOAUTO9480","ITOAUTO95211","ITOAUTO96210",1,1,120.599998474121094,153
"WLITOAUTO9477","ITOAUTO95211","ITOAUTO96091",1,1,127.379997253417969,162
"WLITOAUTO9478","ITOAUTO95211","ITOAUTO96092",1,1,77.8600006103515625,99
"WLITOAUTO10646","ITOAUTO95310","ITOAUTO97014",1,1,67.8600006103515625,86
"WLITOAUTO9344","ITOAUTO95382","PARIS174318",1,1,35.3800010681152344,45
"WLITOAUTO9345","ITOAUTO95382","ITOAUTO88639",1,1,29.0400009155273438,36
"WLITOAUTO6157","ITOAUTO95451","ITOAUTO83337",1,1,13.5699996948242188,17
"WLITOAUTO6162","ITOAUTO95451","ITOAUTO88057",1,1,23.8199996948242188,30
"WLITOAUTO6159","ITOAUTO95451","PARIS174003",1,1,62.5600013732910156,79
"WLITOAUTO17602","ITOAUTO95451","ITOAUTO91274",1,1,282.579986572265625,359
"WLITOAUTO6158","ITOAUTO95451","ITOAUTO83338",1,1,206.919998168945312,263
"WLITOAUTO6163","ITOAUTO95451","ITOAUTO88058",1,1,86.5800018310546875,110
"WLITOAUTO6156","ITOAUTO95451","ITOAUTO83336",1,1,77.529998779296875,98
"WLITOAUTO6160","ITOAUTO95451","ITOAUTO88055",1,1,205.210006713867188,261
"WLITOAUTO6161","ITOAUTO95451","ITOAUTO88056",1,1,66.8700027465820312,85
"WLITOAUTO12558","ITOAUTO95487","ITOAUTO90473",1,1,73.7300033569335938,93
