service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1039,1,1,1,1,1,1,1,20251227,20260111
945,1,1,1,1,1,1,1,20251228,20260116
187,1,1,1,1,1,1,1,20251231,20260128
598,1,1,1,1,1,1,1,20251227,20260128
1009,1,1,1,1,1,1,1,20251227,20260128
737,1,1,1,1,1,1,1,20251227,20260111
527,1,1,1,1,1,1,1,20251229,20260125
505,1,1,1,1,1,1,1,20251227,20260128
422,1,1,1,1,1,1,1,20251227,20260128
676,1,1,1,1,1,1,1,20251227,20260128
671,1,1,1,1,1,1,1,20251227,20260128
1037,1,1,1,1,1,1,1,20251227,20260128
840,1,1,1,1,1,1,1,20251227,20260118
612,1,1,1,1,1,1,1,20251227,20260125
601,1,1,1,1,1,1,1,20251227,20260128
1024,1,1,1,1,1,1,1,20260102,20260111
480,1,1,1,1,1,1,1,20251227,20260116
798,1,1,1,1,1,1,1,20260101,20260118
635,1,1,1,1,1,1,1,20251229,20260128
507,1,1,1,1,1,1,1,20251227,20260128
724,1,1,1,1,1,1,1,20251227,20260128
629,1,1,1,1,1,1,1,20251229,20260128
848,1,1,1,1,1,1,1,20251227,20260126
1022,1,1,1,1,1,1,1,20251227,20260111
620,1,1,1,1,1,1,1,20251227,20260103
787,1,1,1,1,1,1,1,20251227,20260118
540,1,1,1,1,1,1,1,20251227,20260116
454,1,1,1,1,1,1,1,20251227,20260128
19,1,1,1,1,1,1,1,20251230,20260128
800,1,1,1,1,1,1,1,20260101,20260128
269,1,1,1,1,1,1,1,20251230,20260128
1011,1,1,1,1,1,1,1,20260102,20260128
667,1,1,1,1,1,1,1,20251227,20260118
759,1,1,1,1,1,1,1,20251228,20260128
992,1,1,1,1,1,1,1,20251228,20260128
692,1,1,1,1,1,1,1,20251227,20260128
1008,1,1,1,1,1,1,1,20251229,20260128
742,1,1,1,1,1,1,1,20260112,20260118
518,1,1,1,1,1,1,1,20251227,20260128
684,1,1,1,1,1,1,1,20260102,20260128
1035,1,1,1,1,1,1,1,20251227,20260128
532,1,1,1,1,1,1,1,20260106,20260128
631,1,1,1,1,1,1,1,20251229,20260125
634,1,1,1,1,1,1,1,20251229,20260128
935,1,1,1,1,1,1,1,20260101,20260128
435,1,1,1,1,1,1,1,20251227,20260128
442,1,1,1,1,1,1,1,20251227,20260128
545,1,1,1,1,1,1,1,20251228,20260128
481,1,1,1,1,1,1,1,20251227,20260116
533,1,1,1,1,1,1,1,20260106,20260128
730,1,1,1,1,1,1,1,20251229,20260128
744,1,1,1,1,1,1,1,20260102,20260118
497,1,1,1,1,1,1,1,20251227,20260128
1036,1,1,1,1,1,1,1,20251227,20260128
663,1,1,1,1,1,1,1,20251227,20260125
404,1,1,1,1,1,1,1,20251230,20260128
143,1,1,1,1,1,1,1,20260102,20260128
553,1,1,1,1,1,1,1,20251228,20260128
59,1,1,1,1,1,1,1,20251230,20260107
653,1,1,1,1,1,1,1,20251229,20260128
1026,1,1,1,1,1,1,1,20260101,20260111
303,1,1,1,1,1,1,1,20251230,20260128
771,1,1,1,1,1,1,1,20251227,20260116
455,1,1,1,1,1,1,1,20251227,20260128
445,1,1,1,1,1,1,1,20251227,20260105
819,1,1,1,1,1,1,1,20251229,20260128
596,1,1,1,1,1,1,1,20251227,20260128
523,1,1,1,1,1,1,1,20251229,20260128
606,1,1,1,1,1,1,1,20260102,20260125
70,1,1,1,1,1,1,1,20260105,20260128
767,1,1,1,1,1,1,1,20251227,20260116
822,1,1,1,1,1,1,1,20260103,20260128
758,1,1,1,1,1,1,1,20251227,20260128
901,1,1,1,1,1,1,1,20260104,20260128
728,1,1,1,1,1,1,1,20260103,20260128
628,1,1,1,1,1,1,1,20251227,20260123
695,1,1,1,1,1,1,1,20251227,20260105
672,1,1,1,1,1,1,1,20251227,20260125
385,1,1,1,1,1,1,1,20251230,20260128
15,1,1,1,1,1,1,1,20251230,20260105
73,1,1,1,1,1,1,1,20251230,20260128
1029,1,1,1,1,1,1,1,20251228,20260111
805,1,1,1,1,1,1,1,20260105,20260128
266,1,1,1,1,1,1,1,20251230,20260128
421,1,1,1,1,1,1,1,20251227,20260128
608,1,1,1,1,1,1,1,20260102,20260128
465,1,1,1,1,1,1,1,20251227,20260105
299,1,1,1,1,1,1,1,20251230,20260128
537,1,1,1,1,1,1,1,20251229,20260116
214,1,1,1,1,1,1,1,20260103,20260128
448,1,1,1,1,1,1,1,20251227,20260128
688,1,1,1,1,1,1,1,20251227,20260125
788,1,1,1,1,1,1,1,20251231,20260128
502,1,1,1,1,1,1,1,20260102,20260128
295,1,1,1,1,1,1,1,20251231,20260128
637,1,1,1,1,1,1,1,20260102,20260125
459,1,1,1,1,1,1,1,20251227,20260128
633,1,1,1,1,1,1,1,20251229,20260128
686,1,1,1,1,1,1,1,20251227,20260128
850,1,1,1,1,1,1,1,20260102,20260128
1021,1,1,1,1,1,1,1,20251229,20260111
561,1,1,1,1,1,1,1,20260102,20260128
775,1,1,1,1,1,1,1,20260119,20260125
781,1,1,1,1,1,1,1,20260102,20260128
734,1,1,1,1,1,1,1,20251227,20260128
531,1,1,1,1,1,1,1,20260106,20260128
836,1,1,1,1,1,1,1,20260101,20260124
494,1,1,1,1,1,1,1,20251227,20260125
691,1,1,1,1,1,1,1,20260103,20260128
496,1,1,1,1,1,1,1,20251227,20260128
764,1,1,1,1,1,1,1,20251227,20260116
411,1,1,1,1,1,1,1,20260101,20260128
542,1,1,1,1,1,1,1,20251228,20260116
228,1,1,1,1,1,1,1,20260101,20260128
931,1,1,1,1,1,1,1,20260101,20260128
622,1,1,1,1,1,1,1,20251228,20260103
306,1,1,1,1,1,1,1,20260101,20260128
580,1,1,1,1,1,1,1,20251229,20260128
950,1,1,1,1,1,1,1,20260101,20260116
444,1,1,1,1,1,1,1,20251227,20260128
511,1,1,1,1,1,1,1,20251227,20260128
865,1,1,1,1,1,1,1,20260105,20260128
831,1,1,1,1,1,1,1,20260101,20260118
76,1,1,1,1,1,1,1,20251230,20260128
464,1,1,1,1,1,1,1,20251227,20260104
881,1,1,1,1,1,1,1,20251227,20260126
238,1,1,1,1,1,1,1,20251231,20260128
563,1,1,1,1,1,1,1,20251229,20260128
642,1,1,1,1,1,1,1,20251227,20260116
630,1,1,1,1,1,1,1,20251227,20260112
595,1,1,1,1,1,1,1,20251227,20260128
603,1,1,1,1,1,1,1,20251227,20260128
710,1,1,1,1,1,1,1,20251227,20260128
516,1,1,1,1,1,1,1,20251228,20260128
920,1,1,1,1,1,1,1,20251227,20260127
626,1,1,1,1,1,1,1,20251227,20260128
778,1,1,1,1,1,1,1,20251227,20260128
812,1,1,1,1,1,1,1,20251227,20260128
602,1,1,1,1,1,1,1,20251227,20260128
817,1,1,1,1,1,1,1,20260102,20260125
1038,1,1,1,1,1,1,1,20251229,20260128
664,1,1,1,1,1,1,1,20260119,20260128
33,1,1,0,1,0,1,0,20251230,20260127
285,0,1,0,0,0,1,0,20251230,20260103
286,0,1,0,0,0,1,0,20251230,20260124
284,0,0,1,0,1,1,0,20251231,20260123
170,0,0,1,0,1,1,0,20251231,20260124
365,0,0,1,0,1,1,0,20251231,20260124
283,0,0,1,0,1,1,0,20251231,20260103
24,1,1,0,1,0,1,1,20251230,20260127
161,0,0,1,1,1,0,0,20251231,20260128
470,0,0,1,1,1,0,0,20260114,20260128
332,0,0,1,1,1,0,0,20251231,20260102
660,0,0,1,1,1,0,0,20260107,20260128
30,1,0,1,0,1,1,1,20251231,20260128
575,1,0,1,0,1,1,1,20251227,20260128
803,1,0,0,1,0,1,1,20251227,20260101
271,0,0,1,0,1,0,1,20251231,20260125
281,0,0,1,0,1,0,1,20251231,20260125
39,1,0,1,1,1,0,1,20251231,20260128
133,0,1,1,0,0,1,0,20251230,20260124
123,0,1,1,0,0,1,0,20251230,20260124
453,0,1,1,0,0,1,0,20251227,20251231
244,1,1,0,0,1,0,0,20251230,20260126
192,1,1,0,0,1,0,0,20251230,20260127
364,1,1,0,0,1,0,0,20251230,20260127
191,1,1,0,0,1,0,0,20251230,20260127
804,1,0,1,0,1,0,0,20251229,20260102
45,1,0,1,0,1,0,0,20251231,20260128
259,1,0,1,0,1,0,0,20251230,20260128
254,1,0,1,0,1,0,0,20260105,20260128
27,1,0,0,0,1,1,1,20260102,20260126
577,1,0,0,0,1,1,1,20251229,20260126
53,1,0,0,0,1,1,1,20260102,20260105
352,1,0,1,1,1,0,0,20251230,20260128
808,1,0,1,1,1,0,0,20260105,20260123
1014,1,0,1,1,1,0,0,20251229,20260128
355,1,0,1,1,1,0,0,20251231,20260128
572,1,0,1,1,1,0,0,20251229,20260128
1018,1,0,1,1,1,0,0,20260112,20260128
115,1,0,1,1,1,0,0,20260105,20260128
1031,1,0,1,1,1,0,0,20260102,20260109
147,1,0,1,1,1,0,0,20251231,20260128
46,1,0,1,1,1,0,0,20251231,20260128
198,0,0,1,1,0,0,1,20260104,20260128
909,0,0,1,1,0,0,1,20251231,20260128
902,0,0,1,1,0,0,1,20251231,20260104
225,0,0,1,1,0,0,1,20251231,20260125
617,1,0,0,0,0,0,1,20260104,20260105
898,1,0,0,0,0,0,1,20260102,20260126
860,1,0,0,0,0,0,1,20260104,20260126
792,1,0,0,0,0,0,1,20260104,20260126
894,1,0,0,0,0,0,1,20260111,20260126
436,1,0,0,0,0,0,1,20251228,20260126
399,1,0,0,0,0,0,1,20260101,20260126
824,1,0,0,0,0,0,1,20260111,20260125
619,1,0,0,0,0,0,1,20251228,20251229
846,1,0,0,0,0,0,1,20260118,20260126
44,1,0,0,0,0,0,1,20260104,20260126
698,1,0,0,0,0,0,1,20251229,20260126
727,1,0,0,0,0,0,1,20260118,20260119
891,1,0,0,0,0,0,1,20260101,20260126
876,1,0,0,0,0,0,1,20251228,20260126
988,1,0,0,0,0,0,1,20251228,20260126
723,1,0,0,0,0,0,1,20260125,20260126
883,1,0,0,0,0,0,1,20260105,20260125
1015,1,0,0,0,0,0,1,20260118,20260126
396,1,0,0,0,0,0,1,20260102,20260126
715,1,0,0,0,0,0,1,20251228,20260112
189,0,0,0,0,1,0,0,20251231,20260123
640,0,0,0,0,1,0,0,20260109,20260109
82,0,0,0,0,1,0,0,20260109,20260123
1000,0,0,0,0,1,0,0,20260116,20260116
754,0,0,0,0,1,0,0,20260102,20260116
490,0,0,0,0,1,0,0,20260123,20260123
644,0,0,0,0,1,0,0,20260109,20260123
948,0,0,0,0,1,0,0,20260109,20260116
985,0,0,0,0,1,0,0,20260102,20260109
89,0,0,0,0,1,0,0,20260102,20260123
221,0,0,0,0,1,0,0,20251230,20260123
128,0,0,0,0,1,0,0,20260102,20260102
962,0,0,0,0,1,0,0,20260102,20260116
207,1,1,1,1,1,0,1,20260104,20260128
268,1,1,1,1,1,0,1,20251230,20260128
325,1,1,1,1,1,0,1,20251230,20260128
565,1,1,1,1,1,0,1,20251227,20260128
216,1,1,1,1,1,0,1,20251230,20260128
978,1,1,1,1,1,0,1,20251228,20260128
780,1,1,1,1,1,0,1,20260102,20260125
720,1,1,1,1,1,0,1,20251229,20260128
747,1,1,1,1,1,0,1,20251228,20260111
95,1,1,1,1,1,0,1,20260101,20260128
327,1,1,1,1,1,0,1,20260102,20260128
743,1,1,1,1,1,0,1,20260118,20260128
131,1,1,1,1,1,0,1,20260101,20260128
552,1,1,1,1,1,0,1,20251228,20260128
769,1,1,1,1,1,0,1,20251229,20260116
243,1,1,1,1,1,0,1,20251231,20260128
307,1,1,1,1,1,0,1,20251230,20260128
392,1,1,1,1,1,0,1,20251230,20260128
689,1,1,1,1,1,0,1,20251227,20260128
206,1,1,1,1,1,0,1,20260102,20260128
97,1,1,1,1,1,0,1,20260105,20260128
485,1,1,1,1,1,0,1,20251228,20260116
296,1,1,1,1,1,0,1,20251231,20260128
417,1,1,1,1,1,0,1,20260102,20260128
177,1,1,1,1,1,0,1,20251230,20260128
957,1,1,1,1,1,0,1,20260101,20260116
222,1,1,1,1,1,0,1,20251230,20260128
57,1,1,1,1,1,0,1,20251230,20260107
226,1,1,1,1,1,0,1,20251231,20260128
26,1,1,1,1,1,0,1,20251230,20260128
770,1,1,1,1,1,0,1,20251228,20260104
125,1,1,1,1,1,0,1,20251230,20260128
374,1,1,1,1,1,0,1,20251230,20260128
738,1,1,1,1,1,0,1,20251228,20260118
864,1,1,1,1,1,0,1,20260105,20260128
740,1,1,1,1,1,0,1,20260119,20260128
597,1,1,1,1,1,0,1,20251228,20260128
765,0,1,0,1,1,1,1,20251227,20260104
258,1,0,1,0,0,1,0,20260103,20260128
324,1,1,1,1,1,1,0,20260101,20260128
135,1,1,1,1,1,1,0,20260102,20260128
918,1,1,1,1,1,1,0,20251227,20260127
942,1,1,1,1,1,1,0,20251227,20260116
594,1,1,1,1,1,1,0,20251227,20260128
425,1,1,1,1,1,1,0,20251227,20260128
1023,1,1,1,1,1,1,0,20251227,20260110
636,1,1,1,1,1,1,0,20260102,20260128
665,1,1,1,1,1,1,0,20260117,20260128
604,1,1,1,1,1,1,0,20260119,20260128
275,1,1,1,1,1,1,0,20251230,20260128
499,1,1,1,1,1,1,0,20251227,20260128
78,1,1,1,1,1,1,0,20260103,20260128
67,1,1,1,1,1,1,0,20260105,20260128
752,1,1,1,1,1,1,0,20260102,20260128
954,1,1,1,1,1,1,0,20260102,20260116
298,1,1,1,1,1,1,0,20251231,20260128
700,1,1,1,1,1,1,0,20251229,20260128
185,1,1,1,1,1,1,0,20251231,20260128
506,1,1,1,1,1,1,0,20251227,20260128
267,1,1,1,1,1,1,0,20251230,20260128
783,1,1,1,1,1,1,0,20251229,20260128
650,1,1,1,1,1,1,0,20251227,20260128
678,1,1,1,1,1,1,0,20251227,20260128
102,1,1,1,1,1,1,0,20251230,20260128
709,1,1,1,1,1,1,0,20251227,20260128
544,1,1,1,1,1,1,0,20251227,20260126
387,1,1,1,1,1,1,0,20260105,20260128
1025,1,1,1,1,1,1,0,20251227,20260110
63,1,1,1,1,1,1,0,20251230,20260128
419,1,1,1,1,1,1,0,20260101,20260128
624,1,1,1,1,1,1,0,20251229,20260128
959,1,1,1,1,1,1,0,20260102,20260116
975,1,1,1,1,1,1,0,20260101,20260128
83,1,1,1,1,1,1,0,20251230,20260128
305,1,1,1,1,1,1,0,20251230,20260128
1027,1,1,1,1,1,1,0,20251227,20260109
1040,1,1,1,1,1,1,0,20251228,20260128
554,1,1,1,1,1,1,0,20251229,20260128
974,1,1,1,1,1,1,0,20260101,20260128
264,1,1,1,1,1,1,0,20251230,20260128
429,1,1,1,1,1,1,0,20260105,20260124
716,1,1,1,1,1,1,0,20251229,20260128
857,1,1,1,1,1,1,0,20260101,20260128
838,1,1,1,1,1,1,0,20260101,20260117
662,1,1,1,1,1,1,0,20251227,20260117
907,1,1,1,1,1,1,0,20260102,20260128
878,1,1,1,1,1,1,0,20260105,20260128
823,1,1,1,1,1,1,0,20251227,20260128
863,1,1,1,1,1,1,0,20260105,20260128
500,1,1,1,1,1,1,0,20251227,20260128
732,1,1,1,1,1,1,0,20260103,20260128
227,1,1,1,1,1,1,0,20251230,20260128
1042,1,1,1,1,1,1,0,20251227,20260128
211,1,1,1,1,1,1,0,20260101,20260128
297,1,1,1,1,1,1,0,20251231,20260128
751,1,1,1,1,1,1,0,20251227,20260116
1028,1,1,1,1,1,1,0,20251229,20260110
884,1,1,1,1,1,1,0,20251229,20260128
953,1,1,1,1,1,1,0,20260102,20260116
825,1,1,1,1,1,1,0,20260110,20260123
677,1,1,1,1,1,1,0,20251227,20260128
668,1,1,1,1,1,1,0,20251227,20260116
140,0,1,1,0,0,0,1,20251230,20260125
323,0,1,1,0,0,0,1,20251230,20260125
699,1,0,0,1,1,0,0,20260101,20260105
994,1,0,0,1,1,0,0,20260115,20260119
914,1,0,0,1,1,0,0,20260101,20260126
1,0,1,0,0,0,0,0,20251230,20251230
48,0,1,0,0,0,0,0,20251230,20260127
118,0,1,0,0,0,0,0,20260106,20260127
1030,0,1,0,0,0,0,0,20260106,20260106
779,0,1,0,0,0,0,0,20251230,20260127
510,0,1,0,0,0,0,0,20260120,20260120
1019,0,1,0,0,0,0,0,20260113,20260127
534,0,1,0,0,0,0,0,20260127,20260127
353,0,1,0,0,0,0,0,20251230,20260127
535,0,1,0,0,0,0,0,20260113,20260113
896,0,1,1,1,0,1,1,20251230,20260104
302,0,1,1,1,0,1,1,20251230,20260125
397,0,1,1,1,0,1,1,20251230,20260125
682,0,1,1,1,0,1,1,20251227,20260101
98,0,1,1,1,1,0,1,20251230,20260125
276,0,1,1,1,1,0,1,20251230,20260125
101,0,1,1,1,1,0,1,20251230,20260104
326,0,0,0,0,1,1,1,20260102,20260125
25,0,0,0,0,1,1,1,20260102,20260125
886,0,0,0,0,1,1,1,20251227,20260104
176,0,0,0,0,1,1,1,20251231,20260125
148,0,0,0,0,1,1,1,20260101,20260125
232,0,0,0,0,1,1,1,20260101,20260125
937,1,0,0,0,1,1,0,20260102,20260124
363,1,1,0,1,1,0,0,20251230,20260127
209,1,1,0,1,1,0,0,20251230,20260127
383,1,1,0,1,1,0,0,20251230,20260127
96,1,1,0,1,1,0,0,20251230,20260127
136,1,1,0,1,1,0,0,20260102,20260127
468,1,1,0,1,1,0,0,20260112,20260127
79,1,1,0,1,1,0,0,20260105,20260127
112,1,1,0,1,1,0,0,20251230,20260127
111,1,1,0,1,1,0,0,20251230,20260127
514,1,0,0,0,0,1,1,20251227,20260125
55,1,0,0,0,0,1,1,20260103,20260105
576,1,0,0,0,0,1,1,20251229,20260125
685,1,0,0,0,0,1,1,20251227,20260126
1005,1,0,0,0,0,1,1,20251227,20260126
443,1,0,0,0,0,1,1,20251227,20260126
164,1,0,0,0,0,1,1,20260101,20260126
861,1,0,0,0,0,1,1,20260101,20260125
35,1,0,0,1,1,1,0,20260101,20260126
696,1,0,0,1,1,1,0,20251227,20260105
169,0,0,1,1,1,0,1,20251231,20260125
336,0,0,1,0,0,1,0,20251230,20260128
360,0,0,1,0,0,1,0,20251231,20260124
713,0,0,1,0,0,1,0,20251227,20251231
84,0,0,1,0,0,1,0,20260107,20260128
122,0,0,1,0,0,1,0,20251231,20260128
261,0,1,1,0,1,0,0,20251230,20260123
274,0,1,1,0,1,0,0,20251230,20260123
64,0,1,1,0,1,0,0,20251230,20260102
58,1,0,0,0,1,0,0,20260102,20260105
351,1,0,0,0,1,0,0,20260105,20260126
492,1,0,0,0,1,0,0,20260119,20260123
859,1,0,0,0,1,0,0,20260102,20260126
156,1,0,0,0,1,0,0,20260102,20260126
753,1,0,0,0,1,0,0,20260119,20260126
940,1,0,0,0,1,0,0,20251229,20260105
446,1,0,0,0,1,0,1,20251228,20260105
704,1,0,0,0,1,0,1,20251228,20260112
449,1,0,0,0,1,0,1,20251228,20260105
41,1,0,0,0,1,0,1,20260102,20260126
56,1,0,0,0,1,0,1,20260102,20260105
815,1,0,0,0,1,0,1,20251228,20260102
107,1,1,1,1,0,0,0,20260105,20260128
916,1,1,1,1,0,0,0,20251229,20260127
119,1,1,1,1,0,0,0,20251230,20260128
796,1,1,1,1,0,0,0,20260105,20260128
280,1,1,1,1,0,0,0,20251230,20260128
791,1,1,1,1,0,0,0,20260105,20260115
234,1,1,1,1,0,0,0,20251230,20260128
556,1,1,1,1,0,0,0,20251229,20260101
287,1,1,1,1,0,0,0,20260103,20260128
746,1,1,1,1,0,0,0,20260112,20260115
830,1,1,1,1,0,0,0,20260119,20260128
272,1,1,1,1,0,0,0,20251230,20260128
210,1,1,1,1,0,0,0,20251231,20260128
964,1,1,1,1,0,0,0,20251229,20260128
130,1,1,1,1,0,0,0,20260102,20260128
1001,1,1,1,1,0,0,0,20260105,20260128
924,1,1,1,1,0,0,0,20260105,20260127
249,1,1,1,1,0,0,0,20251231,20260128
643,1,1,1,1,0,0,0,20260119,20260126
289,1,1,1,1,0,0,0,20251231,20260128
88,1,1,1,1,0,0,0,20251230,20260128
171,1,1,1,1,0,0,0,20251230,20260128
489,1,1,1,1,0,0,0,20260105,20260108
208,1,1,1,1,0,0,0,20260101,20260128
473,1,1,1,1,0,0,0,20260122,20260128
673,1,1,1,1,0,0,0,20260119,20260122
922,0,1,1,1,1,0,0,20251230,20260127
469,0,1,1,1,1,0,0,20260106,20260109
997,0,1,1,1,1,0,0,20260106,20260128
927,0,1,1,1,1,0,0,20260106,20260116
340,0,1,1,1,1,0,0,20251230,20260128
955,0,1,1,1,1,0,0,20260113,20260128
546,0,1,1,1,1,0,0,20260120,20260128
923,0,1,1,1,1,0,0,20251231,20260127
104,0,1,1,1,1,0,0,20251230,20260128
388,0,1,1,1,1,0,0,20260102,20260128
583,0,1,1,1,1,0,0,20260106,20260128
154,0,1,1,1,1,0,0,20251230,20260102
166,0,1,1,1,1,0,0,20251230,20260128
113,0,1,1,1,1,0,0,20260106,20260128
29,0,0,1,1,1,1,1,20251231,20260128
349,0,0,1,1,1,1,1,20251231,20260128
885,1,1,1,0,0,0,1,20260118,20260128
928,1,1,1,0,0,0,1,20251228,20251231
37,1,1,1,0,0,0,1,20251230,20260128
947,1,1,1,0,0,0,1,20251228,20260111
402,0,0,0,1,1,0,1,20260101,20260104
203,0,0,0,1,1,0,1,20260101,20260125
827,0,0,0,1,1,0,1,20251228,20260102
618,0,0,0,1,0,1,1,20251228,20260104
941,0,0,0,1,0,1,1,20260101,20260118
762,0,0,0,1,0,1,1,20251227,20260111
763,0,0,0,1,0,1,1,20251227,20260111
773,0,0,0,1,0,1,1,20251228,20260103
512,0,0,0,1,0,1,1,20251227,20260104
114,0,0,0,1,0,1,1,20260101,20260125
659,0,0,0,1,0,1,1,20260108,20260125
288,0,0,0,1,0,1,1,20260101,20260124
278,0,0,0,1,0,1,1,20260101,20260124
718,0,0,0,1,0,1,1,20260101,20260111
806,0,0,0,1,0,1,1,20251227,20260103
641,0,0,0,1,0,1,1,20251228,20260111
432,0,0,0,1,0,1,1,20251227,20260101
675,0,0,0,1,0,1,1,20251227,20260111
450,0,0,0,1,0,1,1,20251227,20260104
521,0,0,0,1,0,1,1,20251227,20260118
346,0,0,0,1,0,1,1,20260101,20260125
52,0,0,0,1,0,1,1,20260101,20260104
897,0,1,0,1,0,1,1,20251230,20260127
784,0,1,0,1,0,1,1,20251227,20260101
801,0,1,0,1,0,1,1,20251227,20260104
291,0,1,0,1,0,1,1,20251230,20260104
28,1,1,0,1,1,0,1,20251230,20260127
43,1,0,1,0,0,1,1,20251231,20260128
167,1,0,1,0,0,1,1,20251231,20260128
68,0,1,1,0,1,1,1,20251230,20260104
895,0,1,1,0,1,1,1,20251230,20260125
621,0,1,1,1,0,1,0,20251227,20260103
814,0,1,1,1,0,1,0,20251227,20260101
99,0,1,1,1,0,1,0,20251230,20260103
20,1,1,0,1,1,1,1,20251230,20260127
60,1,1,0,1,1,1,1,20251230,20260106
1020,1,1,0,1,1,1,1,20251227,20260111
308,1,0,1,1,0,0,0,20260105,20260128
310,1,0,1,1,0,0,0,20251230,20260128
334,1,0,1,1,0,0,0,20251231,20260128
679,1,1,1,0,0,1,0,20251227,20260124
539,1,1,1,0,0,1,0,20251227,20251231
339,1,1,1,1,0,1,0,20260102,20260128
205,1,1,1,1,0,1,0,20260103,20260128
199,1,1,1,1,0,1,0,20251230,20260128
184,1,1,1,1,0,1,0,20251231,20260128
223,1,1,1,1,0,1,0,20251231,20260128
409,1,1,1,1,0,1,0,20260101,20260128
943,1,1,1,1,0,1,0,20251227,20260128
173,1,1,1,1,0,1,0,20251230,20260128
794,1,1,1,1,0,1,0,20260117,20260128
279,1,1,1,1,0,1,0,20260105,20260128
998,1,0,0,1,0,0,0,20260115,20260119
155,1,0,0,1,0,0,0,20260105,20260126
333,1,1,1,1,0,1,1,20251230,20260128
179,1,1,1,1,0,1,1,20251231,20260128
714,1,1,1,1,0,1,1,20251227,20260128
427,1,1,1,1,0,1,1,20251227,20260128
721,1,1,1,1,0,1,1,20260102,20260128
235,1,1,1,1,0,1,1,20251231,20260128
748,1,1,1,1,0,1,1,20251227,20260115
441,1,1,1,1,0,1,1,20251227,20260101
224,1,1,1,1,0,1,1,20260101,20260128
149,1,1,1,1,0,1,1,20251230,20260128
944,1,1,1,1,0,1,1,20251227,20260128
231,1,1,1,1,0,1,1,20251230,20260128
